,address,city_area,city_district,geo_lat,geo_lon,street_with_type,location
4098,"город Москва, Олимпийский проспект, дом 18/1",Центральный,Мещанский,55.7848545,37.6236648,Олимпийский пр-кт,
4099,"город Москва, улица Кибальчича, дом 6, корпус 1",Северо-восточный,Алексеевский,55.8156246,37.6488429,ул Кибальчича,
4100,"город Москва, улица Вильгельма Пика, дом 4, строение 1",Северо-восточный,Ростокино,55.8349222,37.6355477,ул Вильгельма Пика,
4101,"город Москва, улица Щепкина, дом 51/4, строение 1",Центральный,Мещанский,55.7841184,37.628116,ул Щепкина,
4102,"город Москва, Выползов переулок, дом 7, строение 2",Центральный,Мещанский,55.7794986,37.6269058,Выползов пер,
4103,"город Москва, проспект Мира, дом 41, строение 2",Центральный,Мещанский,55.7815329,37.6325715,пр-кт Мира,
4104,"город Москва, 1-я Останкинская улица, владение 7А, строение 19",Северо-восточный,Останкинский,55.8241437,37.6036021,ул Останкинская 1-я,
4105,"город Москва, улица Бочкова, дом 10, строение 1",Северо-восточный,Останкинский,55.8116893,37.6311134,ул Бочкова,
4106,"город Москва, Анненский проезд, дом 1, строение 1",Северо-восточный,Марьина роща,55.8021821,37.6077299,Анненский проезд,
4107,"город Москва, улица Сущёвский Вал, дом 5, строение 20",Северо-восточный,Марьина роща,55.7938964,37.5933145,ул Сущёвский Вал,
